Timestamp	IR Status	Ultrasonic Status	Temperature	Humidity	Headcount	Brightness Level
02:40:50	1	46.33	85.08	10	21.6	70.5	1	100
02:40:51	1	48.94	94.65	10	21.6	70.5	1	100
02:40:52	1	50.46	89.8	10	21.6	70.5	1	100
02:40:53	1	51.97	94.52	10	21.6	70.5	1	100
02:40:54	1	55.81	100.0	10	21.6	70.5	1	100
02:40:55	1	50.91	92.76	10	21.6	70.5	1	100
02:40:56	1	55.4	93.99	10	21.6	70.5	1	100
02:40:57	1	55.28	91.63	10	21.6	70.5	1	100
02:40:59	1	49.19	89.69	10	21.6	70.5	1	100
02:41:00	1	54.55	87.24	10	21.6	70.5	1	100
02:41:01	1	65.87	84.94	10	21.6	70.5	1	100
02:41:02	1	71.76	84.0	10	21.6	70.5	1	100
02:41:03	1	61.5	81.48	10	21.6	70.5	1	100
02:41:04	1	63.3	80.6	10	21.6	70.5	1	100
02:41:05	1	64.15	80.43	10	21.6	70.5	1	100
02:41:06	1	64.03	80.18	10	21.6	70.5	1	100
02:41:07	1	66.65	78.24	10	21.6	70.5	1	100
02:41:08	1	99.48	75.05	10	21.6	70.5	1	100
02:41:10	1	110.89	73.04	10	21.6	70.5	1	100
02:41:11	1	111.34	66.78	10	21.6	70.5	1	100
02:41:12	1	107.21	65.33	10	21.6	70.5	1	100
02:41:13	1	119.44	60.49	10	21.6	70.5	1	100
02:41:14	1	99.81	59.69	10	21.6	70.5	1	100
02:41:15	1	150.18	62.58	10	21.6	70.5	1	100
02:41:16	1	120.05	62.35	10	21.6	70.5	1	100
02:41:17	1	199.54	59.23	10	21.6	70.5	1	100
02:41:19	1	161.67	59.28	10	21.6	70.5	1	100
02:41:20	1	113.92	61.86	10	21.6	70.5	1	100
02:41:21	1	153.37	65.39	10	21.6	70.5	1	100
02:41:22	1	178.64	65.67	10	21.6	70.5	1	100
02:41:23	1	122.18	59.5	10	21.6	70.5	1	100
02:41:24	1	139.19	57.5	10	21.6	70.5	1	100
02:41:25	1	110.93	54.73	10	21.6	70.5	1	100
02:41:26	1	91.3	52.74	10	21.6	70.5	1	100
